id,genres,keywords,original_language,original_title,overview,popularity,release_date,runtime,spoken_languages,tagline,vote_average,vote_count,cast,director,combined_features
957,"['Comedy', 'Romance']",london england lovesickness thailand clumsy fellow to drop brick,en,Bridget Jones: The Edge of Reason,"Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",0.22861425742677904,2004-11-10 00:00:00,0.04808395797213032,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'en', 'name': 'English'}]",Same Bridget. Brand new diary.,0.00562471517106743,0.04747463075379168,"['Ren\\u00e9e', 'Zellweger', 'Hugh', 'Grant', 'Colin', 'Firth', 'Jim', 'Broadbent', 'Gemma', 'Jones']",Beeban Kidron,Bridget Jones: The Edge of Reason london england lovesickness thailand clumsy fellow to drop brick Ren\u00e9eZellwegerHughGrantColinFirthJimBroadbentGemmaJones ComedyRomance
958,"['Thriller', 'Crime', 'Drama']",miami florida double murder divorce,en,Out of Time,"Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",-0.20528810734547545,2003-10-03 00:00:00,-0.0848754276601321,"[{'iso_639_1': 'en', 'name': 'English'}]",The Clock Is Ticking...,0.00562471517106743,-0.31846710026042685,"['Denzel', 'Washington', 'Eva', 'Mendes', 'Sanaa', 'Lathan', 'John', 'Billingsley', 'Dean', 'Cain']",Carl Franklin,Out of Time miami florida double murder divorce DenzelWashingtonEvaMendesSanaaLathanJohnBillingsleyDeanCain ThrillerCrimeDrama
959,"['Action', 'Thriller']",fight inuit petrol company alaska,en,On Deadly Ground,"Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",-0.39000750700732545,1994-02-18 00:00:00,-0.21783481329239454,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",His Battle To Save The Alaskan Wilderness And Protect Its People Can Only Be Won...,-1.33869973319128,-0.47553058658068875,"['Steven', 'Seagal', 'Michael', 'Caine', 'Joan', 'Chen', 'John', 'C.', 'McGinley', 'R.', 'Lee', 'Ermey']",Steven Seagal,On Deadly Ground fight inuit petrol company alaska StevenSeagalMichaelCaineJoanChenJohnC.McGinleyR.LeeErmey ActionThriller
960,"['Adventure', 'Family', 'Science', 'Fiction']",imaginary friend outcast,en,The Adventures of Sharkboy and Lavagirl,"Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",-0.2895670397717714,2005-06-10 00:00:00,-0.6610327653999359,"[{'iso_639_1': 'en', 'name': 'English'}]",Smaller heroes. Just as super.,-1.4227200112139264,-0.34194566264850723,"['Taylor', 'Lautner', 'Taylor', 'Dooley', 'Cayden', 'Boyd', 'David', 'Arquette', 'Kristin', 'Davis']",Robert Rodriguez,The Adventures of Sharkboy and Lavagirl imaginary friend outcast TaylorLautnerTaylorDooleyCaydenBoydDavidArquetteKristinDavis AdventureFamilyScienceFiction
961,"['Drama', 'Adventure', 'Romance', 'Thriller']",hippie exotic island beach map group dynamics,en,The Beach,"Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",0.6231784901523607,2000-02-11 00:00:00,0.535601705290426,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'hr', 'name': 'Hrvatski'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'th', 'name': 'ภาษาไทย'}]",Somewhere on this planet it must exist.,0.17366527121636105,0.43851413535526856,"['Leonardo', 'DiCaprio', 'Guillaume', 'Canet', 'Tilda', 'Swinton', 'Virginie', 'Ledoyen', 'Staffan', 'Kihlbom']",Danny Boyle,The Beach hippie exotic island beach map group dynamics LeonardoDiCaprioGuillaumeCanetTildaSwintonVirginieLedoyenStaffanKihlbom DramaAdventureRomanceThriller
962,"['Drama', 'Comedy', 'Romance']",new york pastor world of fasion loss of parents mannequin,en,Raising Helen,"Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",-0.25855070332079794,2004-05-27 00:00:00,0.535601705290426,"[{'iso_639_1': 'en', 'name': 'English'}]",Her uptown life gets turned inside out!,-0.16241584087422545,-0.40671411061562557,"['Kate', 'Hudson', 'John', 'Corbett', 'Joan', 'Cusack', 'Hayden', 'Panettiere', 'Spencer', 'Breslin']",Garry Marshall,Raising Helen new york pastor world of fasion loss of parents mannequin KateHudsonJohnCorbettJoanCusackHaydenPanettiereSpencerBreslin DramaComedyRomance
963,"['Action', 'Crime', 'Thriller']",assassination assassin ninja fighter revenge ninja,en,Ninja Assassin,"Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",-0.07672474160462181,2009-09-29 00:00:00,-0.35079419892465696,"[{'iso_639_1': 'en', 'name': 'English'}]","Fear not the weapon, but the hand that wields it.",0.08964499319371462,-0.2593658914904314,"['Rain', 'Naomie', 'Harris', 'Sung', 'Kang', 'Randall', 'Duk', 'Kim', 'Rick', 'Yune']",James McTeigue,Ninja Assassin assassination assassin ninja fighter revenge ninja RainNaomieHarrisSungKangRandallDukKimRickYune ActionCrimeThriller
964,"['Drama', 'Romance']",baseball trainer career legend training,en,For Love of the Game,"A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",-0.3740412705407243,1999-09-17 00:00:00,1.3333580190840004,"[{'iso_639_1': 'en', 'name': 'English'}]",Billy Chapel must choose between the woman he loves and the game he lives for.,0.17366527121636105,-0.48848427617411244,"['Kevin', 'Costner', 'Kelly', 'Preston', 'John', 'C.', 'Reilly', 'Jena', 'Malone', 'J.K.', 'Simmons']",Sam Raimi,For Love of the Game baseball trainer career legend training KevinCostnerKellyPrestonJohnC.ReillyJenaMaloneJ.K.Simmons DramaRomance
965,"['Drama', 'Thriller', 'Crime']",blackmail strip club striptease police u.s. congress,en,Striptease,"Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",-0.32742664146015993,1996-06-28 00:00:00,0.3583225244474093,"[{'iso_639_1': 'en', 'name': 'English'}]",Some People Get Into Trouble No Matter What They WEAR.,-1.4227200112139264,-0.3937604210222019,"['Demi', 'Moore', 'Burt', 'Reynolds', 'Armand', 'Assante', 'Ving', 'Rhames', 'Robert', 'Patrick']",Andrew Bergman,Striptease blackmail strip club striptease police u.s. congress DemiMooreBurtReynoldsArmandAssanteVingRhamesRobertPatrick DramaThrillerCrime
966,"['Family', 'Comedy']",,en,Marmaduke,"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",-0.2912884677309373,2010-06-04 00:00:00,-0.8826317414537067,"[{'iso_639_1': 'en', 'name': 'English'}]",Live Large,-0.9185983430780464,-0.43909833459918474,"['Owen', 'Wilson', 'Emma', 'Stone', 'George', 'Lopez', 'Christopher', 'Mintz-Plasse', 'Steve', 'Coogan']",Tom Dey,Marmaduke  OwenWilsonEmmaStoneGeorgeLopezChristopherMintz-PlasseSteveCoogan FamilyComedy
967,"['Drama', 'Fantasy']",,en,Hereafter,"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",-0.25642963010445746,2010-10-15 00:00:00,0.9787996573979674,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Touched by death. Changed by life.,-0.24643611889687264,-0.1468307131475633,"['Matt', 'Damon', 'Bryce', 'Dallas', 'Howard', 'George', 'McLaren', 'Thierry', 'Neuvic', 'Cyndi', 'Mayo', 'Davis']",Clint Eastwood,Hereafter  MattDamonBryceDallasHowardGeorgeMcLarenThierryNeuvicCyndiMayoDavis DramaFantasy
968,"['Crime', 'Drama', 'Thriller']",detective secret fbi homicide evidence,en,Murder by Numbers,"Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",-0.16841410877953691,2002-04-19 00:00:00,0.5799215005011801,"[{'iso_639_1': 'en', 'name': 'English'}]",The only flaw in their plan was her.,-0.078395562851579,-0.3427552682480962,"['Sandra', 'Bullock', 'Ben', 'Chaplin', 'Ryan', 'Gosling', 'Michael', 'Pitt', 'Agnes', 'Bruckner']",Barbet Schroeder,Murder by Numbers detective secret fbi homicide evidence SandraBullockBenChaplinRyanGoslingMichaelPittAgnesBruckner CrimeDramaThriller
969,"['Action', 'Adventure', 'Crime', 'Thriller']",competition assassination cia bank cat,en,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",0.04858949562794224,1995-10-06 00:00:00,1.1117590430302298,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'nl', 'name': 'Nederlands'}]","In the shadows of life, In the business of death, One man found a reason to live...",-0.078395562851579,-0.24641220189700772,"['Sylvester', 'Stallone', 'Antonio', 'Banderas', 'Julianne', 'Moore', 'Anatoli', 'Davydov', 'Muse', 'Watson']",Richard Donner,Assassins competition assassination cia bank cat SylvesterStalloneAntonioBanderasJulianneMooreAnatoliDavydovMuseWatson ActionAdventureCrimeThriller
970,"['Crime', 'Drama', 'Thriller']",winter psychopath horror serial killer,en,Hannibal Rising,"The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",-0.47003405052029273,2007-02-06 00:00:00,0.6242412957119342,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",It started with revenge.,-0.078395562851579,-0.030247506806750306,"['Gaspard', 'Ulliel', 'Aaran', 'Thomas', 'Gong', 'Li', 'Dominic', 'West', 'Rhys', 'Ifans']",Peter Webber,Hannibal Rising winter psychopath horror serial killer GaspardUllielAaranThomasGongLiDominicWestRhysIfans CrimeDramaThriller
971,"['Comedy', 'Drama', 'Romance']",love of one's life therapist psychology wedding relationship,en,The Story of Us,Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,-0.4807570794548345,1999-10-13 00:00:00,-0.5280733797676735,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",,-0.16241584087422545,-0.49900914896876913,"['Bruce', 'Willis', 'Michelle', 'Pfeiffer', 'Rob', 'Reiner', 'Colleen', 'Rennison', 'Jake', 'Sandvig']",Rob Reiner,The Story of Us love of one's life therapist psychology wedding relationship BruceWillisMichellePfeifferRobReinerColleenRennisonJakeSandvig ComedyDramaRomance
972,"['Action', 'Adventure', 'Romance', 'Science', 'Fiction', 'Thriller']",based on novel mass murder dystopia genocide alien invasion,en,The Host,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",0.672535464879719,2013-03-22 00:00:00,0.8015204765549507,"[{'iso_639_1': 'en', 'name': 'English'}]",You will be one of us,-0.078395562851579,0.9113238055152323,"['Saoirse', 'Ronan', 'Diane', 'Kruger', 'Jake', 'Abel', 'William', 'Hurt', 'Frances', 'Fisher']",Andrew Niccol,The Host based on novel mass murder dystopia genocide alien invasion SaoirseRonanDianeKrugerJakeAbelWilliamHurtFrancesFisher ActionAdventureRomanceScienceFictionThriller
973,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",drug addiction military court panama military service court,en,Basic,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,-0.07228340091639955,2003-04-18 00:00:00,-0.3951139941354111,"[{'iso_639_1': 'en', 'name': 'English'}]",Deception is their most deadly weapon.,0.08964499319371462,-0.32818236745549456,"['John', 'Travolta', 'Connie', 'Nielsen', 'Samuel', 'L.', 'Jackson', 'Giovanni', 'Ribisi', 'Tim', 'Daly']",John McTiernan,Basic drug addiction military court panama military service court JohnTravoltaConnieNielsenSamuelL.JacksonGiovanniRibisiTimDaly ActionDramaMysteryThrillerCrime
974,"['Crime', 'Drama', 'Mystery', 'Thriller']",houseboat heart investigation police ex-cop,en,Blood Work,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",-0.3593775571422586,2002-08-04 00:00:00,0.1367235483936386,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",He's a heartbeat away from catching the killer,0.00562471517106743,-0.3929508154226129,"['Clint', 'Eastwood', 'Jeff', 'Daniels', 'Anjelica', 'Huston', 'Wanda', 'De', 'Jesus', 'Tina', 'Lifford']",Clint Eastwood,Blood Work houseboat heart investigation police ex-cop ClintEastwoodJeffDanielsAnjelicaHustonWandaDeJesusTinaLifford CrimeDramaMysteryThriller
975,"['Drama', 'Thriller', 'Crime']",duringcreditsstinger,en,The International,"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",-0.25560903774385346,2009-02-03 00:00:00,0.49128191007967176,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Is your money making a killing?,-0.078395562851579,-0.2617947082891983,"['Clive', 'Owen', 'Naomi', 'Watts', 'Armin', 'Mueller-Stahl', 'Ulrich', 'Thomsen', 'Br\\u00edan', 'F.', ""O'Byrne""]",Tom Tykwer,The International duringcreditsstinger CliveOwenNaomiWattsArminMueller-StahlUlrichThomsenBr\u00edanF.O'Byrne DramaThrillerCrime
976,"['Action', 'Adventure', 'Science', 'Fiction', 'Thriller']",prison usa president earthquake dystopia attempt to escape,en,Escape from L.A.,"This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",0.003450349296389616,1996-08-09 00:00:00,-0.4394337893461653,"[{'iso_639_1': 'en', 'name': 'English'}]",Snake Is Back.,-0.4144766749421663,-0.2577466802912534,"['Kurt', 'Russell', 'Stacy', 'Keach', 'Steve', 'Buscemi', 'Pam', 'Grier', 'Cliff', 'Robertson']",John Carpenter,Escape from L.A. prison usa president earthquake dystopia attempt to escape KurtRussellStacyKeachSteveBuscemiPamGrierCliffRobertson ActionAdventureScienceFictionThriller
977,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science', 'Fiction']",cold war friendship giant robot sitting on a toilet fear of unknown,en,The Iron Giant,"In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",1.2479030450266246,1999-08-06 00:00:00,-0.9269515366644608,"[{'iso_639_1': 'en', 'name': 'English'}]",It came from outer space!,1.2659288855107684,0.6028640720718312,"['Eli', 'Marienthal', 'Jennifer', 'Aniston', 'Vin', 'Diesel', 'Christopher', 'McDonald', 'Harry', 'Connick', 'Jr.']",Brad Bird,The Iron Giant cold war friendship giant robot sitting on a toilet fear of unknown EliMarienthalJenniferAnistonVinDieselChristopherMcDonaldHarryConnickJr. AdventureAnimationFamilyFantasyScienceFiction
978,"['Adventure', 'Comedy', 'Drama']",ocean film making loss of mother cynic red cap,en,The Life Aquatic with Steve Zissou,Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,0.1165805902627598,2004-12-10 00:00:00,0.535601705290426,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'is', 'name': 'Íslenska'}, {'iso_639_1': 'pt', 'name': 'Português'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'tl', 'name': ''}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]","The deeper you go, the weirder life gets.",0.8458274953975348,0.06771477074351616,"['Bill', 'Murray', 'Anjelica', 'Huston', 'Cate', 'Blanchett', 'Willem', 'Dafoe', 'Owen', 'Wilson']",Wes Anderson,The Life Aquatic with Steve Zissou ocean film making loss of mother cynic red cap BillMurrayAnjelicaHustonCateBlanchettWillemDafoeOwenWilson AdventureComedyDrama
979,"['War', 'Action', 'Drama', 'History', 'Thriller']",slavery american civil war,en,Free State of Jones,"In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",0.0019472495520118942,2016-06-24 00:00:00,1.4219976095055087,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Based on the incredible true story.,0.4257261052843011,-0.21321837231385957,"['Matthew', 'McConaughey', 'Gugu', 'Mbatha-Raw', 'Mahershala', 'Ali', 'Keri', 'Russell', 'Jacob', 'Lofland']",Gary Ross,Free State of Jones slavery american civil war MatthewMcConaugheyGuguMbatha-RawMahershalaAliKeriRussellJacobLofland WarActionDramaHistoryThriller
980,"['Drama', 'Thriller', 'Crime']",prison journalist texas professor death penalty,en,The Life of David Gale,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,0.028742584323297935,2003-02-21 00:00:00,1.0231194526087215,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",The crime is clear. The truth is not.,1.0138680514428284,-0.17111888113523266,"['Kevin', 'Spacey', 'Kate', 'Winslet', 'Laura', 'Linney', 'Gabriel', 'Mann', 'Rhona', 'Mitra']",Alan Parker,The Life of David Gale prison journalist texas professor death penalty KevinSpaceyKateWinsletLauraLinneyGabrielMannRhonaMitra DramaThrillerCrime
981,"['Comedy', 'Action']",,en,Man of the House,Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,-0.4877115353027167,2005-02-25 00:00:00,-0.30647440371390283,"[{'iso_639_1': 'en', 'name': 'English'}]",Protecting witnesses is a challenge. Living with them is impossible.,-0.5825172309874591,-0.4625768969872651,"['Tommy', 'Lee', 'Jones', 'Cedric', 'the', 'Entertainer', 'Christina', 'Milian', 'Paula', 'Garc\\u00e9s', 'Monica', 'Keena']",Stephen Herek,Man of the House  TommyLeeJonesCedrictheEntertainerChristinaMilianPaulaGarc\u00e9sMonicaKeena ComedyAction
982,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",hitman revenge murder on the run mobster,en,Run All Night,"Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",1.6689309886485337,2015-03-11 00:00:00,0.3140027292366552,"[{'iso_639_1': 'en', 'name': 'English'}]",No sin goes unpunished,0.17366527121636105,0.3696976593902053,"['Liam', 'Neeson', 'Ed', 'Harris', 'Joel', 'Kinnaman', 'Boyd', 'Holbrook', 'Bruce', 'McGill']",Jaume Collet-Serra,Run All Night hitman revenge murder on the run mobster LiamNeesonEdHarrisJoelKinnamanBoydHolbrookBruceMcGill ActionCrimeDramaMysteryThriller
983,"['Thriller', 'Crime', 'Mystery']",london england gay male nudity female nudity father son relationship,en,Eastern Promises,A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,0.4384081294364905,2007-09-14 00:00:00,-0.30647440371390283,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'tr', 'name': 'Türkçe'}, {'iso_639_1': 'uk', 'name': 'Український'}, {'iso_639_1': 'ur', 'name': 'اردو'}]",Every sin leaves a mark.,0.929847773420182,0.12681597951351162,"['Naomi', 'Watts', 'Viggo', 'Mortensen', 'Vincent', 'Cassel', 'Armin', 'Mueller-Stahl', 'Sin\\u00e9ad', 'Cusack']",David Cronenberg,Eastern Promises london england gay male nudity female nudity father son relationship NaomiWattsViggoMortensenVincentCasselArminMueller-StahlSin\u00e9adCusack ThrillerCrimeMystery
984,"['Action', 'Thriller', 'Adventure', 'Crime']",diving cocaine shipwreck sailing airplane,en,Into the Blue,"When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",-0.2137708921155272,2005-09-30 00:00:00,0.1367235483936386,"[{'iso_639_1': 'en', 'name': 'English'}]",Treasure has its price.,-0.24643611889687264,-0.1889302043261902,"['Paul', 'Walker', 'Jessica', 'Alba', 'Scott', 'Caan', 'Ashley', 'Scott', 'Josh', 'Brolin']",John Stockwell,Into the Blue diving cocaine shipwreck sailing airplane PaulWalkerJessicaAlbaScottCaanAshleyScottJoshBrolin ActionThrillerAdventureCrime
985,"['Adventure', 'Drama', 'Action', 'History', 'War']",schizophrenia france rape siege biography,fr,Joan of Arc,In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,-0.0139144884770605,1999-10-18 00:00:00,1.820875766402296,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'la', 'name': 'Latin'}]",,0.08964499319371462,-0.2626043138887873,"['Milla', 'Jovovich', 'Dustin', 'Hoffman', 'Faye', 'Dunaway', 'John', 'Malkovich', 'Vincent', 'Cassel']",Luc Besson,The Messenger: The Story of Joan of Arc schizophrenia france rape siege biography MillaJovovichDustinHoffmanFayeDunawayJohnMalkovichVincentCassel AdventureDramaActionHistoryWar
986,['Comedy'],kidnapping traitor virgin prince princess,en,Your Highness,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",-0.0037448991026707047,2011-04-08 00:00:00,-0.21783481329239454,"[{'iso_639_1': 'en', 'name': 'English'}]",Get your quest on.,-0.7505577870327528,-0.1541171635438641,"['Danny', 'McBride', 'James', 'Franco', 'Natalie', 'Portman', 'Zooey', 'Deschanel', 'Justin', 'Theroux']",David Gordon Green,Your Highness kidnapping traitor virgin prince princess DannyMcBrideJamesFrancoNataliePortmanZooeyDeschanelJustinTheroux Comedy
987,"['Drama', 'Thriller', 'Mystery']",house fire extension ladder last day on job,en,Dream House,"Publisher, Will Atenton quits a lucrative job in New York to relocate his wife, Libby and their daughters to a quaint town in New England. However, as they settle into their home the Atentons discover that a woman and her children were murdered there, and the surviving husband is the town's prime suspect. With help from a neighbor who was close to the murdered family, Will pieces together a horrifying chain of events.",-0.07100415906961352,2011-09-30 00:00:00,-1.0155911270859692,"[{'iso_639_1': 'en', 'name': 'English'}]","Once upon a time, there were two little girls who lived in a house.",-0.24643611889687264,-0.2431737794986518,"['Daniel', 'Craig', 'Naomi', 'Watts', 'Rachel', 'Weisz', 'Marton', 'Csokas', 'Elias', 'Koteas']",Jim Sheridan,Dream House house fire extension ladder last day on job DanielCraigNaomiWattsRachelWeiszMartonCsokasEliasKoteas DramaThrillerMystery
988,"['Action', 'Drama', 'Thriller']",journalist museum hostage drama independent film,en,Mad City,A misguided museum guard who loses his job and then tries to get it back at gunpoint is thrown into the fierce world of ratings-driven TV gone mad.,-0.5722408429691402,1997-11-07 00:00:00,0.3140027292366552,"[{'iso_639_1': 'en', 'name': 'English'}]",One man will make a mistake. The other will make it a spectacle.,-0.16241584087422545,-0.4941515153712353,"['John', 'Travolta', 'Dustin', 'Hoffman', 'Mia', 'Kirshner', 'Alan', 'Alda', 'Robert', 'Prosky']",Costa-Gavras,Mad City journalist museum hostage drama independent film JohnTravoltaDustinHoffmanMiaKirshnerAlanAldaRobertProsky ActionDramaThriller
989,"['Action', 'Adventure', 'Comedy', 'Family']",baby hoodlum lost child,en,Baby's Day Out,"Baby Bink couldn't ask for more; he has adoring (if somewhat sickly-sweet) parents, he lives in a huge mansion, and he's just about to appear in the social pages of the paper. Unfortunately, not everyone in the world is as nice as Baby Bink's parents; especially the three enterprising kidnapers who pretend to be photographers from the newspaper. Successfully kidnaping Baby Bink, they have a harder time keeping hold of the rascal, who not only keeps one step ahead of them, but seems to be more than a little bit smarter than the three bumbling criminals.",-0.0067622207943381285,1994-07-01 00:00:00,-0.35079419892465696,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",No bib. No crib. No problem.,-0.24643611889687264,-0.33789763465056233,"['Joe', 'Mantegna', 'Lara', 'Flynn', 'Boyle', 'Joe', 'Pantoliano', 'Brian', 'Haley', 'Cynthia', 'Nixon']",Patrick Read Johnson,Baby's Day Out baby hoodlum lost child JoeMantegnaLaraFlynnBoyleJoePantolianoBrianHaleyCynthiaNixon ActionAdventureComedyFamily
